id,language,l0,l1,l2,text
ocds-0c46vo-0009-DN385307-1_Tender_DN385307-1,en,technical_regulations,audiovisual_equipment,storage,"Halton Borough Council are requesting quotes from suppliers to provide quotes for Additional Storage and Disks.  The Councils requirement is for 2 x HP Enterprise Stoneonce 3540 24Tb Systems the sets must be of identical specification as detailed within the documentation available via the Chest "
ocds-0c46vo-0009-DN385382-1_Tender_DN385382-1,en,restrictive_trade_practice,implementation_of_the_budget,mechanical_engineering,"Framework Agreement for Stairlift to domestic and commercial properties Lot 1 Repair maintenance and Servicing and repair and Lot 2 Supply and Installation "
ocds-0c46vo-0009-DN385608-2_Tender_DN385608-2,en,educational_institution,information_service,organisation_of_teaching,"In summer 2018 a North-West conference was organised by Virtual School Heads and attended by over 1000 schools.   Each of those schools was asked to give an example of good practice in their use of Pupil Premium and these were collated after the conference into a table in a word document please see. . . m guide that could be made available online or as a printed document by a person with experience of working with Virtual Schools who will be confident in categorising resources and interventions in a way that will be easy to access. Please provide your cost proposal for this one off piece of work.  More. . .  "
ocds-0c46vo-0009-DN385827-1_Tender_DN385827-1,en,communications_policy,size_of_business,communications_industry,"East Riding of Yorkshire Council are looking to procure a system which will enable the communication of timely audiovisual content to its workforce.   The system will be operated centrally but must also have the functionality to be accessed at a local level to meet the needs of different services.   Please note this requirement does NOT include hardware.  "
ocds-0c46vo-0009-DN386182-1_Tender_DN386182-1,en,means_of_transport,storage,fisheries_structure food_technology,"The London Borough of Bromley is seeking to instigate a Framework of contractors for the provision of Vehicle Maintenance  Repair Services for its fleet of 54 vehicles of various types including Cars Light to Medium Commercial Vehicles up to 7. 5 tonnes Gross Vehicle Weight GVW Minibuses up to 5. 2 tonnes GVW Small Plant and Trailers.   The successful contractors must be able to demonstrate adequate diagnostic systems for the purposes of analysing vehicle condition and identifying defective systems and components as well as adequate workshop facilities.  "
ocds-0c46vo-0009-DN387392-1_Tender_DN387392-1,en,leisure,communications_policy,EU_body,"The Council is seeking a third party to organise and run a series of Business Engagement Events in the run up to the UCI 2019 World Road Race Championships being held in Harrogate in September 2019. The PurposeTo communicate the economic benefits to the business community of the UCI 2019 World Road Race being hosted in Harrogate District.  "
ocds-0c46vo-0009-DN390430-1_Tender_DN390430-1,en,computer_systems,management_accounting,sub-Saharan_Africa,"This requirement for is for Audit Management Software to start on 01 May 2019.  The Audit Management Software needs to support a mobile team who work across several locations in Kent and the South East and provide audit services to several organisations.  The Software must allow the team to work in full conformance with the Public Sector Internal Audit Standards and CIPFA Local Government Application Note. All questions correspondence must go through the Kent Business Portal "
ocds-0c46vo-0009-DN393331-1_Tender_DN393331-1,en,distributive_trades,institutional_activity,space_transport,"The Councils are seeking to work collaboratively on a new contract for satellite tracking system for their respective vehicle fleets. This expression of interest is being issued to invite potential suppliers to attend a pre procurement engagement event on 28th February in Exeter. Involvement in t. . . NLY THE FIRST SIX SUPPLIERS WHO EXPRESS AN INTEREST WILL BE INVITED TO ATTEND THE EVENT. However if we proceed to market that will be an open opportunity which will be advertised in a compliant manner and open to all interested supplier regardless of whether they were in attendance at the event.  More. . .  "
ocds-0c46vo-0009-DN398295-1_Tender_DN398295-1,en,migration,communications_systems,communications_industry,"After successful piloting South Gloucestershire Council are now commencing a migration from a Cisco telephony system to Skype for Business.  This will involve the replacement of approximately 2500 phone handsets with a headset for all users.  User requirements gathering is underway with the first migrations starting shortly.  The Council plan to complete this exercise by the summer of 2019.  "
ocds-0c46vo-0009-DN400255-1_Tender_DN400255-1,en,health_policy,social_policy,public_opinion,"The latest finding from the Mental Health of Children and Young People in England 2017 survey and Millennium Cohort Study MCS suggests slight increases in the level of mental health disorders in 5 to 15 year olds.   National treatment and referral data indicate increased level of demand for specialist mental health interventions over the last decade.  General surveys have also found increased levels of low wellbeing in children in England.   Locally young people teachers and school support staff tell us that mental health is getting in the way of learning at school.  "
ocds-0c46vo-0012-305365_Tender_305365,fr,legal_science,building_industry,EU_legal_system,"Le present marche est un marche de travaux.  L'entreprise a pour objet l'execution des travaux tels qu'ils sont definis par  leles plans deposes le metre ci-annexe et les divers documents de marche de reference.  Elle comprend en ordre principal  -Le reprofilage de talus   -Le forage de drains subhorizontaux   -La mise en place dun fosse de recolte des eaux   -La realisation dune bande herbee et dune fascine   -La mise en place de mur de soutenement   -La pose dun matelas anti erosion   -La pose de caniveaux de chute   -La pose de chambres de visite   -La pose de cloture.  "
ocds-0c46vo-0012-308428_Tender_308428,fr,public_contract,composition_of_the_population,destination_of_transport,"Le present marche est un marche de travaux.  Le renouvellement de 2 appareils de voie en gare de Charleroi-Sud Le renouvellement de traverses rails et ballast  La depose dinstallations voies  La realisation de soudures aluminothermiques et le reglage de contraintes dans les rails  Le traitement des deblais du chantier  La fourniture de prestations logistiques.   b. Exclusivite La conclusion du marche sur base du present cahier des charges ne donne au soumissionnaire aucun droit dexclusivite.  Ladjudicateur peut pendant la periode dexecution du marche faire executer des travaux identiques ou analogues a ceux decrits dans le present cahier des charges par dautres entreprises ou par ses propres services.  Ladjudicataire ne peut de ce chef faire valoir un quelconque droit a dedommagement.  "
ocds-0c46vo-0012-310682_Tender_310682,fr,organisation_of_work,trade_policy,military_equipment,"Marche de travaux consistant sur le site de latelier SNCB de Kinkempois route d'Ougree a Angleur en lamenagement de faisceaux de voies la construction dun batiment a usage divers et lamenagement des abords.  Ce marche est compose de 11 lots.  Amenagement des faisceaux  -Lot 01  Travaux catenaires -Lot 02  Travaux de voies -Lot 03  Travaux de genie civil dans les faisceaux -Lot 04  Travaux delectricite dans les faisceaux -Lot 05  Travaux dequipement en fluides des faisceaux Amenagement du batiment  -Lot 06  Travaux gros uvre ferme -Lot 07  Travaux sanitaires -Lot 08  Travaux electricite et data -Lot 09  Travaux de chauffage et ventilation -Lot 10  Travaux de finitions Abords  -Lot 11  Travaux de voirie et clotures "
ocds-0c46vo-0012-315206_Tender_315206,fr,machinery,materials_technology,WAEMU_countries,"Cette entreprise comprend principalement  Le renouvellement du passage a niveau n123 sur la ligne 97 a Thulin  La mise a disposition douvriers et dengins rail-route avec operateur  La realisation de soudures aluminothermiques  Le reglage des contraintes  Le chargement et levacuation de deblais divers et traverses de qualites diverses  Le bourrage nivellement et dressage des voies  La reprise de materiaux de voie  Lexecution de travaux de finition apres renouvellement.  "
ocds-0c46vo-0012-316017_Tender_316017,fr,employment_structure,organisation_of_work,prices,"Le present marche est un marche de travaux.  Ce marche porte  sur lamenagement dun boulevard urbain sur la N40 dans Arlon.    Les travaux seffectuent sur  le reseau IIIa.   Le detail des travaux est repris dans les clauses techniques et le metre recapitulatif annexes au present cahier special des charges.  "
ocds-0c46vo-0012-319289_Tender_319289,fr,machinery,materials_technology,WAEMU_countries,"Cette entreprise comprend principalement  Le renouvellement du passage a niveau n24 sur la ligne 94 a Bierghes  La mise a disposition douvriers et dengins rail-route avec operateur  La realisation de soudures aluminothermiques  Le reglage des contraintes  Le chargement et levacuation de deblais divers et traverses de qualites diverses  Le bourrage nivellement et dressage des voies  La reprise de materiaux de voie  Lexecution de travaux de finition apres renouvellement.  "
ocds-0c46vo-0012-325604_Tender_325604,fr,geographical_distribution_of_the_population,Western_Balkans,policy_on_agricultural_structures,"Ce marche sinscrit dans le cadre de la Directive europeenne 201031UE relative a la Performance Energetique des Batiments PEB.  Il porte sur sur le developpement et adaptation du logiciel PEB et vise plus precisement  -dune part a rencontrer le souhait conjoint de la Region wallonne de la Region Bruxelles-capitale et de la Region flamande de developper personnaliser ameliorer et optimiser le logiciel commun daide et de calcul permettant dappliquer la reglementation sur la Performance Energetique des Batiments PEB  -dautre part a rencontrer le souhait de la Region wallonne de poursuivre le developpement de la base de donnees PEB wallonne qui permet denregistrer de classer et de traiter les fichiers crees par le logiciel PEB vise ci-dessus.  "
ocds-0c46vo-0012-325936_Tender_325936,fr,building_services,regions_of_Germany,building_industry,"Le present marche est un marche public de travaux qui a pour objet les travaux de construction a realiser par une entreprise generale de batiments dans tous les batiments dont la Commune est proprietaire dans les batiments dont la Commune est locataire et enfin dans les batiments situes sur le territoire de la Commune dIxelles et dont le proprietaire est defaillant.  "
ocds-0c46vo-0012-326034_Tender_326034,fr,oil_industry,food_industry,public_contract,"Le present marche a pour objet la conclusion dun contrat de concession relatif a lexploitation de la brasserie  Le Bouquin  dont les locaux se trouvent au rez-de-chaussee de limmeuble sis Place des Carmes 8 a 4000 LIEGE.   Ladite exploitation a uniquement pour objet le debit de boissons et de comestibles dans les locaux susmentionnes a lexclusion de tout autre commerce et de toute autre activite sauf mention expresse prevue aux dispositions du cahier special des charges.  "
ocds-0c46vo-0012-326980_Tender_326980,fr,construction_policy,regions_of_Germany,oleaginous_plant,"Le marche consiste en la realisation des travaux de transformation et de requalification complete des batiments et espaces exterieurs du site d'une superficie de plus ou moins 5200m.  Les travaux comprennent  la demolition d'une partie des batiments situes en interieur d'ilot  l'amenagement d'un parc en intrieur d'ilot disposant de trois entrees reamenagees et situees rue du Tir 14 et 16 ainsi que rue Theodore Verhaegen 110  la renovation lourde et la reaffectation du batiment existant situe rue du Tir 14-16.  La reaffectation  consiste en   l'implantation de nouveaux equipements de proximite de bureaux administratifs et d'un pavillon d'accueil.  Le niveau inferieur du rez-de-chaussee doit faire l'objet d'une renovation de type CASCO en vue de l'implantation d'une cuisine centrale destinee aux creches communales  la reaffectation et l'extension d'un batiment existant situe en interieur d'ilot en un pole sportif compose d'un terrrain exterieur multisports couvert deux salles de gymnastique et un nouvel espace d'accueil la reaffectation et l'extension d'un batiment existant en interieur d'ilot permettant d'accueillir 149 enfants  la demolition d'une maison unifamiliale situee rue Theodore Verhaegen 110 et la construction d'un dispositif d'entree permettant l'acces au parc pour les services de prevention incendie depuis la rue Theodore Verhagen ainsi qu'aux etages d'un atelier couvert.  "
ocds-0c46vo-0012-327062_Tender_327062,fr,building_industry,regions_of_Germany,composition_of_the_population,"Le marche est un marche de travaux et comporte une partie a prix global et une partie a bordereau de prix.  Il comprend   -des travaux de mise au gabarit de la piste de circulation du mur BK 4. 464 voie A comprenant la demolition de maconnerie de moellons et la realisation dun encorbellement en beton arme -des travaux de refection de couronnements en beton arme -des travaux de renouvellement de garde-corps -des travaux dentretien douvrages dart comprenant   la coupe de taillis et le debroussaillement des ouvrages dart  le nettoyage par sablage des ouvrages et leur hydrofugation des rejointoiements et refections de maconneries de moellons des refections de betons au liant hydraulique modifie des injections a larriere des maconneries de moellons pour etancheisation des maconneries -des travaux de remise en etat de caniveaux a cables.  "
ocds-0c46vo-0012-327274_Tender_327274,fr,building_industry,regions_of_Germany,branch_of_activity,"Ce marche de travaux reprend tous les actes et travaux de restauration des toitures de la Salle Saint-Georges et plus particulierement  -La restauration des maconneries en briques pignons cheminees et murs des combles  -Le renouvellement des couvertures en ardoises naturelles y compris les travaux de restauration des charpentes sous-jacentes  -Les travaux de zinguerie et egouttage pour les eaux pluviales et letancheite des toitures  -La restauration des lucarnes et corniches  -Lisolation des planchers des combles de la partie avant en vue de faire des economies denergie  -Lisolation des voutes des combles de la partie arriere en vue de faire des economies denergie.   Pour rappel la salle Saint-Georges est un batiment classe et inscrit sur la Liste du Patrimoine Exceptionnel de Wallonie.  "
ocds-0c46vo-0012-327949_Tender_327949,fr,employment_structure,labour_law,prices,"Le present marche est un marche de travaux.  Ce marche porte principalement sur la pose dun tablier sur le Viaduc de Conques ainsi que sur les reparations dune des voutes.  Les travaux seffectuent sur le reseau IIIa.    Le detail des travaux est repris dans les clauses techniques et le metre recapitulatif annexes au present cahier special des charges.  "
ocds-0c46vo-0012-328474_Tender_328474,fr,protein_products,artificial_reproduction,animal_health,"Le present marche public se rapporte a la fourniture et linstallation dun automate delectrophorese capillaire des proteines seriques et des hemoglobines pour les besoins du laboratoire des cliniques du Sud Luxembourg ainsi que les consommables et reactifs necessaires et le contrat de maintenance et ce pendant la duree du marche soit 5 ans.   Les reactifs les controles ainsi que la maintenance hebdomadaire font partie integrante de ca marche.  Les reactifs necessaires se basent sur une estimation annuelle de   Tests pour proteines  1100 Tests pour hemoglobines  200 Nous ne nous engageons pas sur ces quantites.  Elles sont donnees a titre indicatif.  "
ocds-0c46vo-0012-328923_Tender_328923,fr,distributive_trades,land_transport,space_transport,"Le present marche a pour objet lacquisition de services de maintenance de linfrastructure VMWARE existante et lacquisition de logiciels de virtualisation serveur issus du catalogue VMWARE ainsi que les services de consultance y afferents.   La formule retenue est la maintenance annuelle ainsi que tous les services associes a la fourniture du logiciel comme le recours a des experts techniques consultance en regie ainsi que la formation liee aux logiciels et enfin lacquisition de solutions informatiques VMWARE.  "
ocds-0c46vo-0012-329779_Tender_329779,fr,labour_law,employment_structure,organisation_of_work,"Les travaux sont separes dans deux parties distinctes du metre  - PARTIE 1  travaux de projets definis - PARTIE 2  travaux sujets a commandes - bordereau "
ocds-0c46vo-0012-330262_Tender_330262,fr,regions_of_Germany,construction_policy,oleaginous_plant,"Raccordement de 4 stores electriques en toiture "
ocds-0c46vo-0012-330656_Tender_330656,fr,educational_institution,construction_policy,building_industry,"Construction d'un nouveau batiment pour 8 locaux scolaires en lieu et place d'un pavillon deserte en raison de son etat de delabrement.  "
ocds-0c46vo-0012-332608_Tender_332608,fr,employment_structure,labour_law,prices,"Le present marche est un marche de travaux.  Ce marche porte sur lamenagement dun rond-point sur la N830  avenue de lEurope.  Les travaux seffectuent sur  le reseau IIa.    le detail des travaux est repris dans les clauses techniques et le metre recapitulatif annexes au present cahier special des charges.  "
ocds-0c46vo-0012-332712_Tender_332712,fr,applied_sciences,oil_industry,food_industry,"Securisation d'installations diverses par la pose de clotures et barrieres de securite  Arrondissement 44.  "
ocds-0c46vo-0012-333756_Tender_333756,fr,organisation,public_contract,budgetary_expenditure,"Le marche est un marche public de services qui a pour objet lassurance accidents de travail de l'ensemble du personnel de l'Administration communale d'Ixelles et lassurance de dommages corporels divers.  Code CPV principal  66510000 Services dassurance.  "
ocds-0c46vo-0012-334203_Tender_334203,fr,personnel_administration,educational_institution,leave_on_social_grounds,"Le present marche a pour objet lorganisation dactivites extra scolaires  plaines de vacances agreees par lONE  pendant les conges scolaires conges dete en collaboration avec le service DClic de ladministration communale de Rixensart ainsi que la prise en charge dune formation  Brevet Animateur de Centre de Vacances BACV reconnue par la Communaute francaise.  "
ocds-0c46vo-0012-334272_Tender_334272,fr,waste_management,property_leasing,tax_on_capital metallurgical_industry,"Recyclage de metaux contamines etou actives par refonte "
ocds-0c46vo-0012-334713_Tender_334713,fr,geographical_distribution_of_the_population,Western_Balkans,trade_policy,"Le present marche a pour objet  lapprovisionnement de lubrifiants detergents et produits divers pour les services de la Region wallonne.  Conformement aux termes et conditions du present cahier special des charges ladjudicataire sengage a fournir et a rendre operationnels dans les differents services de la Region wallonne et dans les differents organismes conventionnes situes sur le territoire de la Region wallonne et sur le territoire de la Region de Bruxelles-Capitale les articles et prestations de services decrits dans leur offre.   LAccord-cadre est conclu au benefice des Entites utilisatrices suivantes   -Les services de la Region wallonne le SPW   -Les organismes conventionnes avec la Region wallonne dont la liste est reprise au Titre V du cahier des charges "
ocds-0c46vo-0012-334850_Tender_334850,fr,mechanical_engineering,insurance,civil_law,"Renouvellement des contrats d'assurances Accidents du travail de dommages Materiels de Responsabilite civile Automobiles Tous Risques Chantiers en ce compris controle- Decennale.  "
ocds-0c46vo-0012-334978_Tender_334978,fr,waste_management,tax_on_capital,building_industry,"Le present marche a pour objet le nettoyage des bulles a verre exterieures des points dapports volontaires conteneurs enterres pour la collecte du verre demballage des PMC de la fraction fermentescible des ordures menageres FFOM et des dechets menagers residuels DMR.  "
ocds-0c46vo-0012-335355_Tender_335355,fr,building_services,regions_of_Germany,building_industry,"Remplacement du tableau electrique HVAC du batiment administratif "
ocds-0c46vo-0015-1982807_Tender_1982807,en,built-up_area,management,Asia,"The Contract is for the provision of a Landscape Architect led multi-disciplined team ICT to carry out option appraisals including all aspects of the RIBA 2013 plan of work.  The commission is for the appointment of a Consultancy team to prepare develop and project manage the delivery of the Councils revitalisation and environmental regeneration at Railway Park in Dungannon.  Working alongside Mid Ulster District Council MUDC staff and stakeholders to prepare all design and legislative requirements and project management for the delivery of the Project.  "
