id1,id2,similarity,relation
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0005-40993_Tender_40993,ocds-0c46vo-0119-160373_Tender_160373,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0009-DN400255-1_Tender_DN400255-1,HIGH,1
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0203-A-SUM-005276-2019_Tender_A2FSUM-0052762F2019,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0020-norfolkcc_1436_Tender_norfolkcc_1436,MEDIUM,7
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0117-140049_Tender_140049,MEDIUM,8
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-016480-2019_Tender_016480-2019_td,MEDIUM,9
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0022-FEB284874_Tender_FEB284874,MEDIUM,10
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-016797-2019_Tender_016797-2019_td,MEDIUM,11
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0009-DN341148-4_Tender_DN341148-4,MEDIUM,12
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-030682-2019_Tender_030682-2019_td,MEDIUM,13
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0009-DN359933-1_Tender_DN359933-1,MEDIUM,14
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0117-146519_Tender_146519,MEDIUM,15
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-002154-2019_Tender_002154-2019_td,MEDIUM,16
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0102-CSL_2019_lOekUi84ic_Tender_CSL_2019_lOekUi84ic,MEDIUM,17
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0022-JAN342482_Tender_JAN342482,MEDIUM,18
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-012017-2019_Tender_012017-2019_td,MEDIUM,21
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0022-MAR286425_Tender_MAR286425,MEDIUM,22
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0022-FEB285930_Tender_FEB285930,LOW,25
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0022-FEB285761_Tender_FEB285761,LOW,26
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0022-FEB285608_Tender_FEB285608,LOW,27
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-077155-2019_Tender_077155-2019_td,LOW,29
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000222-2019_Tender_000222-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000223-2019_Tender_000223-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0012-316017_Tender_316017,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0012-319289_Tender_319289,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000256-2019_Tender_000256-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0133-000258-2019_Tender_000258-2019_td,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0119-160373_Tender_160373,NONE,34
ocds-0c46vo-0005-41008_Tender_41008,ocds-0c46vo-0119-160464_Tender_160464,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-024194-2019_Tender_024194-2019_td,HIGH,1
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0022-FEB285611_Tender_FEB285611,MEDIUM,7
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-030999-2019_Tender_030999-2019_td,MEDIUM,8
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0049-E65365882_Tender_E65365882,LOW,25
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-047064-2019_Tender_047064-2019_td,MEDIUM,13
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0022-FEB284720_Tender_FEB284720,MEDIUM,14
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0005-41036_Tender_41036,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-066499-2019_Tender_066499-2019_td,HIGH,1
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB285732_Tender_FEB285732,LOW,33
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB285396_Tender_FEB285396,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-JAN281518_Tender_JAN281518,MEDIUM,7
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0020-sheffield_1955_Tender_sheffield_1955,MEDIUM,8
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0117-147826_Tender_147826,MEDIUM,10
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-MAR286089_Tender_MAR286089,MEDIUM,13
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-015735-2019_Tender_015735-2019_td,MEDIUM,14
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB282678_Tender_FEB282678,MEDIUM,15
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0020-queensuniversitybelfast_991_Tender_queensuniversitybelfast_991,MEDIUM,16
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB284639_Tender_FEB284639,MEDIUM,17
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB285806_Tender_FEB285806,MEDIUM,18
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-124162-2019_Tender_124162-2019_td,MEDIUM,21
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-048408-2019_Tender_048408-2019_td,MEDIUM,22
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB285103_Tender_FEB285103,LOW,25
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB285724_Tender_FEB285724,LOW,26
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB285575_Tender_FEB285575,LOW,27
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0022-FEB285802_Tender_FEB285802,LOW,29
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0117-114662_Tender_114662,LOW,31
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000222-2019_Tender_000222-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0012-316017_Tender_316017,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0012-319289_Tender_319289,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0133-000256-2019_Tender_000256-2019_td,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0005-41074_Tender_41074,ocds-0c46vo-0119-160373_Tender_160373,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0133-030743-2019_Tender_030743-2019_td,HIGH,1
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0022-FEB285173_Tender_FEB285173,MEDIUM,7
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0022-FEB343839_Tender_FEB343839,MEDIUM,8
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0117-141341_Tender_141341,LOW,25
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0022-FEB346855_Tender_FEB346855,MEDIUM,13
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0022-FEB344783_Tender_FEB344783,MEDIUM,14
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0005-41096_Tender_41096,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0022-MAR287978_Tender_MAR287978,HIGH,1
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0022-FEB345771_Tender_FEB345771,MEDIUM,7
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0133-007289-2019_Tender_007289-2019_td,MEDIUM,8
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0022-FEB285444_Tender_FEB285444,LOW,25
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0102-CSL_2019_jgtyMQEOu2_Tender_CSL_2019_jgtyMQEOu2,MEDIUM,13
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0009-DN387392-1_Tender_DN387392-1,MEDIUM,14
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0005-41203_Tender_41203,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0064-19-9404_Tender_19-9404,MEDIUM,16
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0005-41205_Tender_41205,HIGH,1
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-013542-2019_Tender_013542-2019_td,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0117-146173_Tender_146173,MEDIUM,7
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0064-19-35421_Tender_19-35421,MEDIUM,8
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0022-FEB285135_Tender_FEB285135,LOW,25
